domain	market	content	purpose	behavior	source
chuporno.com	美国/英语市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
cinepornogratis.com	美国/英语市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
citytourgirls.com	美国/英语市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
clasporno.org	美国/英语市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
classymomsex.com	美国/英语市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
0310love.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
1001truyen.blogspot.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
102model.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
12hdem.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
210vn.net	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
247live.mobi	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
2jav.net	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
2ola.pro	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
3xvn.pro	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
444live.link	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
567live.online	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
567live.win	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
567lives.top	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
6666.net	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
6789live.com	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
7sex.org	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
820mm.live	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
825mm.live	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
836mm.live	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
999live.app	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
9xlove.xyz	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
alkux.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
alogaigoi.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
alogaigoidem.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
alohang.xyz	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
aloyeu.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
amurz.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
anhgaixinh.us	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
anhjavdep.blogspot.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
anhlondep.xyz	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
anhmodel.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
anhsex18.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
anhsexjav.xyz	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
anhvl.net	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
anhx.net	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
antonstepanok.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
app567lives.com	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
appgaixinh.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
apphotlive.biz	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
applive.vn	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
applives.top	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
appliveshow.com	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
appmmlive.com	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
argylesecurity.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
avhd.cc	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
avhd.mobi	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
b2branked.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
badtopsex.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
banhbeo.net	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
bblive.org	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
bblive17.vip	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
bblive6.vip	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
bimdep.net	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
bimdep.vip	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
bimhong.net	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
bimmup.net	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
bimmup.tv	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
bimxinh.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
biphim18.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
blog.applive.vn	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
blogtruyensex.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
boybamien.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
boymoviedome.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
boyngon.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
bulon.net	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buoito.vip	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buom.tv	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buomdep.pro	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buomhay.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buomngon.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buomsex.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buomtube.tv	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buomtv.blog	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buomtv.club	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buomtv.io	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buomtv.live	越南市场	成人直播/互动	实时直播与互动	直播/互动	hostsVN
buomtv.me	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buomtv.tv	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
buomxinh.org	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
callboyvn.net	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cangcuc.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cap3.autos	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cap3.beer	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cap3.click	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cap3.email	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cap3.monster	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cap3.pics	越南市场	成人图片/图库	图片/图库浏览	图片浏览	hostsVN
cap3.pro	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cap3.quest	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cap3.rest	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cap3.sex	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cap3.shop	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
catewalk.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cd-taxi.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cdn.javhd.vc	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cdn.manhwa24hs.com	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cdn.subjav.sex	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
cdn2.seaporn.net	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
chanrau.cc	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
checkerfc.xyz	越南市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	hostsVN
10musume.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
1pondo.tv	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
6japaneseporn.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
adult.contents.fc2.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
adult789.futoka.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
adultclinic.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
alljapanesepass.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
angelweb.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
arzon.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
bestjapanesepornsites.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
bisyoujyogyaruge.topaz.ne.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
caribbeancom.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
caribbeancompr.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
centervillage.co.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
cosplayeromania.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
duga.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
erotera.blogo.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
extrajapaneseporn.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
favjapaneseporn.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
fc2ppv.tv	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
fm4.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
free-avx.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
fujossy.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
hbox.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
hnext.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
honnaka.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
hrecords.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
immoral.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
indies-av.co.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
japan-whores.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
japan18tube.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
japanbeast.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
japanese-scat.net	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
japaneseasmr.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
japanesebeauties.net	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
japanesebeauties.one	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
japanesegirlspictures.com	日本/日韩市场	成人图片/图库	图片/图库浏览	图片浏览	V2Fly
japaneselovelygirl.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
japanfist.org	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
japanporn.tv	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
japanxxxfilms.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
kawaiikawaii.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
legsjapan.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
melonbooks.co.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
mensheaven.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
narumiya.xii.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
nekora.main.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
neotokyo.supertop-100.com	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
okazudouga.blog.jp	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
okazudouga.tokyo	日本/日韩市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
02weqj32.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
04647.club	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
0cgdklr5sfwj.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
0plkijj.vip	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
101boyvideos.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
10bet.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
10c10qoo.one	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
1111mode.xyz	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
1111modpo.info	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
114av.xyz	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
119474.xyz	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
123bin.cc	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
123videos.tv	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
126728.net	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
128100.xyz	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
13mei13.top	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
140033.xyz	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
141-hk.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
141jj.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
159i.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
16885858.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
16fhgdty.xyz	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
16honeys.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
170.icu	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
1717se.cc	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
171xx.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
177picyy.com	其他/全球市场	成人图片/图库	图片/图库浏览	图片浏览	V2Fly
179na.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
17lu.xyz	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
17mimei.club	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
17mimei.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
188channel.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
18commic.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
18exgfs.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
18fby.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
18hmanga.click	其他/全球市场	成人漫画/动画	漫画/动画内容浏览	阅读/图片/动画	V2Fly
18hmanga.com	其他/全球市场	成人漫画/动画	漫画/动画内容浏览	阅读/图片/动画	V2Fly
18insta.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
18push.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
18qt.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
18ww.life	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
18yiren.tv	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
1992qq.xyz	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
1bigclub.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
1bokeponline.top	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
1jjdg2.vip	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
1watchmygf.com	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
1xbet.cm	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
1xbet.co.ke	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
2019baidu.xyz	其他/全球市场	成人视频	视频点播/内容聚合	视频浏览/在线播放	V2Fly
